#    L    TT             EE             TE             PP             TP          
  1630   0.363494E+03   0.205883E+02  -0.270109E+02   0.113199E+06  -0.216522E+01
  1631   0.363607E+03   0.204894E+02  -0.273648E+02   0.113049E+06  -0.226822E+01
  1632   0.363765E+03   0.203879E+02  -0.277125E+02   0.112900E+06  -0.236925E+01
  1633   0.363945E+03   0.202854E+02  -0.280531E+02   0.112750E+06  -0.246832E+01
  1634   0.364162E+03   0.201804E+02  -0.283868E+02   0.112601E+06  -0.256544E+01
  1635   0.364387E+03   0.200744E+02  -0.287135E+02   0.112453E+06  -0.266061E+01
  1636   0.364640E+03   0.199645E+02  -0.290325E+02   0.112304E+06  -0.275383E+01
  1637   0.364915E+03   0.198543E+02  -0.293455E+02   0.112156E+06  -0.284510E+01
  1638   0.365204E+03   0.197424E+02  -0.296501E+02   0.112008E+06  -0.293444E+01
  1639   0.365529E+03   0.196281E+02  -0.299472E+02   0.111860E+06  -0.302184E+01
  1640   0.365867E+03   0.195122E+02  -0.302375E+02   0.111713E+06  -0.310732E+01
  1641   0.366218E+03   0.193946E+02  -0.305197E+02   0.111566E+06  -0.319086E+01
  1642   0.366598E+03   0.192754E+02  -0.307929E+02   0.111419E+06  -0.327248E+01
  1643   0.366989E+03   0.191561E+02  -0.310595E+02   0.111272E+06  -0.335218E+01
  1644   0.367394E+03   0.190329E+02  -0.313195E+02   0.111126E+06  -0.342996E+01
  1645   0.367818E+03   0.189090E+02  -0.315700E+02   0.110979E+06  -0.350584E+01
  1646   0.368254E+03   0.187842E+02  -0.318125E+02   0.110834E+06  -0.357980E+01
  1647   0.368717E+03   0.186580E+02  -0.320456E+02   0.110688E+06  -0.365187E+01
  1648   0.369191E+03   0.185302E+02  -0.322722E+02   0.110542E+06  -0.372203E+01
  1649   0.369677E+03   0.184016E+02  -0.324902E+02   0.110397E+06  -0.379030E+01
  1650   0.370175E+03   0.182709E+02  -0.326988E+02   0.110252E+06  -0.385667E+01
  1651   0.370683E+03   0.181401E+02  -0.329004E+02   0.110107E+06  -0.392116E+01
  1652   0.371209E+03   0.180065E+02  -0.330921E+02   0.109963E+06  -0.398378E+01
  1653   0.371739E+03   0.178729E+02  -0.332745E+02   0.109819E+06  -0.404455E+01
  1654   0.372281E+03   0.177393E+02  -0.334509E+02   0.109675E+06  -0.410349E+01
  1655   0.372840E+03   0.176042E+02  -0.336160E+02   0.109531E+06  -0.416062E+01
  1656   0.373404E+03   0.174677E+02  -0.337736E+02   0.109387E+06  -0.421596E+01
  1657   0.373964E+03   0.173305E+02  -0.339223E+02   0.109244E+06  -0.426952E+01
  1658   0.374550E+03   0.171919E+02  -0.340630E+02   0.109101E+06  -0.432132E+01
  1659   0.375139E+03   0.170526E+02  -0.341941E+02   0.108958E+06  -0.437139E+01
  1660   0.375725E+03   0.169133E+02  -0.343165E+02   0.108816E+06  -0.441974E+01
  1661   0.376330E+03   0.167726E+02  -0.344310E+02   0.108674E+06  -0.446640E+01
  1662   0.376932E+03   0.166320E+02  -0.345370E+02   0.108531E+06  -0.451137E+01
  1663   0.377544E+03   0.164907E+02  -0.346330E+02   0.108390E+06  -0.455469E+01
  1664   0.378153E+03   0.163479E+02  -0.347205E+02   0.108248E+06  -0.459636E+01
  1665   0.378774E+03   0.162052E+02  -0.347997E+02   0.108107E+06  -0.463641E+01
  1666   0.379399E+03   0.160618E+02  -0.348713E+02   0.107966E+06  -0.467485E+01
  1667   0.380020E+03   0.159185E+02  -0.349325E+02   0.107825E+06  -0.471171E+01
  1668   0.380653E+03   0.157745E+02  -0.349862E+02   0.107684E+06  -0.474701E+01
  1669   0.381282E+03   0.156306E+02  -0.350303E+02   0.107544E+06  -0.478076E+01
  1670   0.381909E+03   0.154861E+02  -0.350656E+02   0.107404E+06  -0.481298E+01
  1671   0.382547E+03   0.153408E+02  -0.350937E+02   0.107264E+06  -0.484369E+01
  1672   0.383181E+03   0.151956E+02  -0.351125E+02   0.107124E+06  -0.487291E+01
  1673   0.383805E+03   0.150498E+02  -0.351226E+02   0.106985E+06  -0.490066E+01
  1674   0.384441E+03   0.149056E+02  -0.351242E+02   0.106845E+06  -0.492696E+01
  1675   0.385059E+03   0.147599E+02  -0.351173E+02   0.106706E+06  -0.495183E+01
  1676   0.385689E+03   0.146136E+02  -0.351021E+02   0.106568E+06  -0.497528E+01
  1677   0.386315E+03   0.144688E+02  -0.350785E+02   0.106429E+06  -0.499733E+01
  1678   0.386924E+03   0.143227E+02  -0.350467E+02   0.106291E+06  -0.501801E+01
  1679   0.387537E+03   0.141781E+02  -0.350067E+02   0.106153E+06  -0.503733E+01
  1680   0.388148E+03   0.140329E+02  -0.349578E+02   0.106015E+06  -0.505532E+01
  1681   0.388755E+03   0.138871E+02  -0.349008E+02   0.105877E+06  -0.507198E+01
  1682   0.389345E+03   0.137428E+02  -0.348374E+02   0.105740E+06  -0.508735E+01
  1683   0.389939E+03   0.135994E+02  -0.347645E+02   0.105603E+06  -0.510143E+01
  1684   0.390523E+03   0.134554E+02  -0.346845E+02   0.105466E+06  -0.511425E+01
  1685   0.391104E+03   0.133122E+02  -0.345967E+02   0.105329E+06  -0.512582E+01
  1686   0.391675E+03   0.131698E+02  -0.344997E+02   0.105193E+06  -0.513617E+01
  1687   0.392229E+03   0.130269E+02  -0.343958E+02   0.105057E+06  -0.514532E+01
  1688   0.392787E+03   0.128855E+02  -0.342850E+02   0.104921E+06  -0.515328E+01
  1689   0.393321E+03   0.127450E+02  -0.341651E+02   0.104785E+06  -0.516007E+01
  1690   0.393844E+03   0.126046E+02  -0.340386E+02   0.104649E+06  -0.516571E+01
  1691   0.394365E+03   0.124658E+02  -0.339054E+02   0.104514E+06  -0.517022E+01
  1692   0.394876E+03   0.123264E+02  -0.337641E+02   0.104379E+06  -0.517362E+01
  1693   0.395369E+03   0.121886E+02  -0.336156E+02   0.104244E+06  -0.517593E+01
  1694   0.395845E+03   0.120524E+02  -0.334613E+02   0.104109E+06  -0.517716E+01
  1695   0.396319E+03   0.119156E+02  -0.332984E+02   0.103975E+06  -0.517734E+01
  1696   0.396775E+03   0.117812E+02  -0.331299E+02   0.103841E+06  -0.517649E+01
  1697   0.397207E+03   0.116469E+02  -0.329544E+02   0.103707E+06  -0.517461E+01
  1698   0.397636E+03   0.115142E+02  -0.327727E+02   0.103573E+06  -0.517175E+01
  1699   0.398048E+03   0.113824E+02  -0.325834E+02   0.103439E+06  -0.516790E+01
  1700   0.398443E+03   0.112508E+02  -0.323887E+02   0.103306E+06  -0.516309E+01
  1701   0.398814E+03   0.111223E+02  -0.321873E+02   0.103173E+06  -0.515734E+01
  1702   0.399182E+03   0.109939E+02  -0.319800E+02   0.103040E+06  -0.515065E+01
  1703   0.399527E+03   0.108678E+02  -0.317674E+02   0.102908E+06  -0.514304E+01
  1704   0.399855E+03   0.107419E+02  -0.315482E+02   0.102775E+06  -0.513449E+01
  1705   0.400166E+03   0.106182E+02  -0.313230E+02   0.102643E+06  -0.512502E+01
  1706   0.400454E+03   0.104940E+02  -0.310921E+02   0.102511E+06  -0.511464E+01
  1707   0.400733E+03   0.103720E+02  -0.308568E+02   0.102379E+06  -0.510334E+01
  1708   0.400989E+03   0.102522E+02  -0.306149E+02   0.102248E+06  -0.509113E+01
  1709   0.401230E+03   0.101341E+02  -0.303681E+02   0.102116E+06  -0.507802E+01
  1710   0.401448E+03   0.100181E+02  -0.301155E+02   0.101985E+06  -0.506400E+01
  1711   0.401643E+03   0.990368E+01  -0.298571E+02   0.101854E+06  -0.504910E+01
  1712   0.401830E+03   0.978924E+01  -0.295946E+02   0.101724E+06  -0.503330E+01
  1713   0.401988E+03   0.967702E+01  -0.293272E+02   0.101593E+06  -0.501661E+01
  1714   0.402124E+03   0.956699E+01  -0.290542E+02   0.101463E+06  -0.499904E+01
  1715   0.402238E+03   0.945767E+01  -0.287778E+02   0.101333E+06  -0.498059E+01
  1716   0.402345E+03   0.935053E+01  -0.284959E+02   0.101203E+06  -0.496127E+01
  1717   0.402423E+03   0.924480E+01  -0.282099E+02   0.101073E+06  -0.494109E+01
  1718   0.402473E+03   0.914123E+01  -0.279200E+02   0.100944E+06  -0.492003E+01
  1719   0.402508E+03   0.903904E+01  -0.276252E+02   0.100815E+06  -0.489812E+01
  1720   0.402531E+03   0.893898E+01  -0.273273E+02   0.100686E+06  -0.487535E+01
  1721   0.402525E+03   0.884103E+01  -0.270247E+02   0.100557E+06  -0.485174E+01
  1722   0.402506E+03   0.874369E+01  -0.267190E+02   0.100429E+06  -0.482727E+01
  1723   0.402459E+03   0.864843E+01  -0.264094E+02   0.100300E+06  -0.480197E+01
  1724   0.402384E+03   0.855598E+01  -0.260967E+02   0.100172E+06  -0.477582E+01
  1725   0.402290E+03   0.846410E+01  -0.257802E+02   0.100044E+06  -0.474885E+01
  1726   0.402176E+03   0.837501E+01  -0.254614E+02   0.999166E+05  -0.472104E+01
  1727   0.402042E+03   0.828721E+01  -0.251389E+02   0.997891E+05  -0.469241E+01
  1728   0.401881E+03   0.820290E+01  -0.248142E+02   0.996619E+05  -0.466297E+01
  1729   0.401709E+03   0.811986E+01  -0.244865E+02   0.995348E+05  -0.463270E+01
  1730   0.401495E+03   0.803807E+01  -0.241551E+02   0.994079E+05  -0.460163E+01
  1731   0.401270E+03   0.795825E+01  -0.238231E+02   0.992813E+05  -0.456975E+01
  1732   0.401019E+03   0.788040E+01  -0.234875E+02   0.991548E+05  -0.453708E+01
  1733   0.400749E+03   0.780524E+01  -0.231506E+02   0.990286E+05  -0.450360E+01
  1734   0.400454E+03   0.773127E+01  -0.228116E+02   0.989026E+05  -0.446933E+01
  1735   0.400133E+03   0.765998E+01  -0.224699E+02   0.987768E+05  -0.443428E+01
  1736   0.399795E+03   0.758985E+01  -0.221283E+02   0.986511E+05  -0.439844E+01
  1737   0.399431E+03   0.752310E+01  -0.217841E+02   0.985257E+05  -0.436182E+01
  1738   0.399042E+03   0.745749E+01  -0.214387E+02   0.984005E+05  -0.432443E+01
  1739   0.398643E+03   0.739450E+01  -0.210929E+02   0.982755E+05  -0.428627E+01
  1740   0.398205E+03   0.733337E+01  -0.207460E+02   0.981507E+05  -0.424734E+01
  1741   0.397765E+03   0.727408E+01  -0.203972E+02   0.980261E+05  -0.420765E+01
  1742   0.397286E+03   0.721737E+01  -0.200496E+02   0.979017E+05  -0.416721E+01
  1743   0.396790E+03   0.716247E+01  -0.197001E+02   0.977775E+05  -0.412601E+01
  1744   0.396271E+03   0.711012E+01  -0.193512E+02   0.976536E+05  -0.408407E+01
  1745   0.395728E+03   0.705883E+01  -0.190020E+02   0.975298E+05  -0.404138E+01
  1746   0.395161E+03   0.701079E+01  -0.186527E+02   0.974062E+05  -0.399796E+01
  1747   0.394579E+03   0.696527E+01  -0.183039E+02   0.972828E+05  -0.395380E+01
  1748   0.393966E+03   0.692224E+01  -0.179556E+02   0.971596E+05  -0.390891E+01
  1749   0.393331E+03   0.688020E+01  -0.176066E+02   0.970366E+05  -0.386330E+01
  1750   0.392672E+03   0.684064E+01  -0.172596E+02   0.969139E+05  -0.381697E+01
  1751   0.391992E+03   0.680279E+01  -0.169141E+02   0.967913E+05  -0.376992E+01
  1752   0.391296E+03   0.676663E+01  -0.165678E+02   0.966689E+05  -0.372217E+01
  1753   0.390578E+03   0.673216E+01  -0.162243E+02   0.965467E+05  -0.367372E+01
  1754   0.389838E+03   0.670084E+01  -0.158814E+02   0.964247E+05  -0.362459E+01
  1755   0.389077E+03   0.667243E+01  -0.155398E+02   0.963029E+05  -0.357478E+01
  1756   0.388301E+03   0.664514E+01  -0.151996E+02   0.961813E+05  -0.352432E+01
  1757   0.387496E+03   0.662006E+01  -0.148613E+02   0.960599E+05  -0.347320E+01
  1758   0.386663E+03   0.659703E+01  -0.145251E+02   0.959387E+05  -0.342143E+01
  1759   0.385823E+03   0.657619E+01  -0.141908E+02   0.958177E+05  -0.336904E+01
  1760   0.384954E+03   0.655759E+01  -0.138576E+02   0.956969E+05  -0.331603E+01
  1761   0.384065E+03   0.654107E+01  -0.135272E+02   0.955763E+05  -0.326240E+01
  1762   0.383155E+03   0.652654E+01  -0.131986E+02   0.954559E+05  -0.320818E+01
  1763   0.382232E+03   0.651427E+01  -0.128719E+02   0.953357E+05  -0.315337E+01
  1764   0.381296E+03   0.650419E+01  -0.125485E+02   0.952157E+05  -0.309798E+01
  1765   0.380324E+03   0.649598E+01  -0.122269E+02   0.950958E+05  -0.304202E+01
  1766   0.379341E+03   0.648977E+01  -0.119085E+02   0.949762E+05  -0.298550E+01
  1767   0.378337E+03   0.648554E+01  -0.115919E+02   0.948567E+05  -0.292844E+01
  1768   0.377313E+03   0.648344E+01  -0.112786E+02   0.947375E+05  -0.287084E+01
  1769   0.376277E+03   0.648329E+01  -0.109691E+02   0.946184E+05  -0.281271E+01
  1770   0.375214E+03   0.648500E+01  -0.106613E+02   0.944995E+05  -0.275407E+01
  1771   0.374140E+03   0.648879E+01  -0.103574E+02   0.943809E+05  -0.269493E+01
  1772   0.373053E+03   0.649441E+01  -0.100574E+02   0.942624E+05  -0.263529E+01
  1773   0.371933E+03   0.650193E+01  -0.975889E+01   0.941441E+05  -0.257517E+01
  1774   0.370809E+03   0.651140E+01  -0.946571E+01   0.940260E+05  -0.251457E+01
  1775   0.369666E+03   0.652273E+01  -0.917555E+01   0.939080E+05  -0.245352E+01
  1776   0.368512E+03   0.653583E+01  -0.888839E+01   0.937903E+05  -0.239201E+01
  1777   0.367324E+03   0.655092E+01  -0.860644E+01   0.936728E+05  -0.233006E+01
  1778   0.366134E+03   0.656767E+01  -0.832743E+01   0.935554E+05  -0.226768E+01
  1779   0.364925E+03   0.658630E+01  -0.805284E+01   0.934382E+05  -0.220488E+01
  1780   0.363706E+03   0.660664E+01  -0.778188E+01   0.933213E+05  -0.214167E+01
  1781   0.362477E+03   0.662867E+01  -0.751527E+01   0.932045E+05  -0.207806E+01
  1782   0.361215E+03   0.665246E+01  -0.725300E+01   0.930879E+05  -0.201406E+01
  1783   0.359950E+03   0.667792E+01  -0.699503E+01   0.929714E+05  -0.194969E+01
  1784   0.358683E+03   0.670495E+01  -0.674059E+01   0.928552E+05  -0.188495E+01
  1785   0.357392E+03   0.673369E+01  -0.649189E+01   0.927392E+05  -0.181985E+01
  1786   0.356091E+03   0.676398E+01  -0.624741E+01   0.926233E+05  -0.175441E+01
  1787   0.354780E+03   0.679594E+01  -0.600713E+01   0.925076E+05  -0.168863E+01
  1788   0.353461E+03   0.682934E+01  -0.577325E+01   0.923921E+05  -0.162252E+01
  1789   0.352125E+03   0.686424E+01  -0.554277E+01   0.922768E+05  -0.155611E+01
  1790   0.350773E+03   0.690062E+01  -0.531790E+01   0.921617E+05  -0.148938E+01
  1791   0.349419E+03   0.693840E+01  -0.509861E+01   0.920468E+05  -0.142237E+01
  1792   0.348057E+03   0.697763E+01  -0.488338E+01   0.919320E+05  -0.135507E+01
  1793   0.346671E+03   0.701822E+01  -0.467369E+01   0.918174E+05  -0.128750E+01
  1794   0.345292E+03   0.706009E+01  -0.446949E+01   0.917030E+05  -0.121967E+01
  1795   0.343905E+03   0.710343E+01  -0.427076E+01   0.915888E+05  -0.115159E+01
  1796   0.342480E+03   0.714794E+01  -0.407674E+01   0.914748E+05  -0.108327E+01
  1797   0.341085E+03   0.719361E+01  -0.388889E+01   0.913609E+05  -0.101471E+01
  1798   0.339667E+03   0.724048E+01  -0.370568E+01   0.912473E+05  -0.945942E+00
  1799   0.338242E+03   0.728863E+01  -0.352859E+01   0.911338E+05  -0.876962E+00
  1800   0.336816E+03   0.733788E+01  -0.335759E+01   0.910205E+05  -0.807784E+00
  1801   0.335391E+03   0.738815E+01  -0.319160E+01   0.909073E+05  -0.738418E+00
  1802   0.333966E+03   0.743943E+01  -0.303177E+01   0.907944E+05  -0.668873E+00
  1803   0.332527E+03   0.749180E+01  -0.287819E+01   0.906816E+05  -0.599158E+00
  1804   0.331073E+03   0.754509E+01  -0.272941E+01   0.905690E+05  -0.529282E+00
  1805   0.329619E+03   0.759947E+01  -0.258693E+01   0.904566E+05  -0.459252E+00
  1806   0.328173E+03   0.765484E+01  -0.245026E+01   0.903443E+05  -0.389078E+00
  1807   0.326712E+03   0.771113E+01  -0.231957E+01   0.902323E+05  -0.318769E+00
  1808   0.325252E+03   0.776812E+01  -0.219459E+01   0.901204E+05  -0.248332E+00
  1809   0.323791E+03   0.782587E+01  -0.207563E+01   0.900087E+05  -0.177777E+00
  1810   0.322331E+03   0.788460E+01  -0.196266E+01   0.898972E+05  -0.107112E+00
  1811   0.320856E+03   0.794410E+01  -0.185553E+01   0.897858E+05  -0.363461E-01
  1812   0.319389E+03   0.800442E+01  -0.175450E+01   0.896746E+05   0.345125E-01
  1813   0.317922E+03   0.806541E+01  -0.165938E+01   0.895636E+05   0.105455E+00
  1814   0.316448E+03   0.812708E+01  -0.157025E+01   0.894528E+05   0.176473E+00
  1815   0.314981E+03   0.818942E+01  -0.148707E+01   0.893421E+05   0.247557E+00
  1816   0.313515E+03   0.825235E+01  -0.141001E+01   0.892316E+05   0.318700E+00
  1817   0.312041E+03   0.831587E+01  -0.133873E+01   0.891213E+05   0.389892E+00
  1818   0.310567E+03   0.837997E+01  -0.127346E+01   0.890112E+05   0.461125E+00
  1819   0.309079E+03   0.844472E+01  -0.121424E+01   0.889012E+05   0.532389E+00
  1820   0.307613E+03   0.850976E+01  -0.116094E+01   0.887914E+05   0.603678E+00
  1821   0.306155E+03   0.857536E+01  -0.111358E+01   0.886818E+05   0.674981E+00
  1822   0.304689E+03   0.864132E+01  -0.107218E+01   0.885723E+05   0.746290E+00
  1823   0.303253E+03   0.870776E+01  -0.103671E+01   0.884630E+05   0.817597E+00
  1824   0.301795E+03   0.877425E+01  -0.100702E+01   0.883539E+05   0.888893E+00
  1825   0.300345E+03   0.884100E+01  -0.983373E+00   0.882450E+05   0.960170E+00
  1826   0.298895E+03   0.890883E+01  -0.965491E+00   0.881362E+05   0.103142E+01
  1827   0.297459E+03   0.897653E+01  -0.953398E+00   0.880276E+05   0.110263E+01
  1828   0.296016E+03   0.904434E+01  -0.947191E+00   0.879192E+05   0.117379E+01
  1829   0.294581E+03   0.911151E+01  -0.946673E+00   0.878109E+05   0.124491E+01
  1830   0.293153E+03   0.918025E+01  -0.951867E+00   0.877028E+05   0.131595E+01
  1831   0.291733E+03   0.924835E+01  -0.962796E+00   0.875949E+05   0.138693E+01
  1832   0.290313E+03   0.931653E+01  -0.979411E+00   0.874871E+05   0.145783E+01
  1833   0.288908E+03   0.938480E+01  -0.100151E+01   0.873796E+05   0.152864E+01
  1834   0.287510E+03   0.945240E+01  -0.102942E+01   0.872721E+05   0.159935E+01
  1835   0.286112E+03   0.952083E+01  -0.106257E+01   0.871649E+05   0.166995E+01
  1836   0.284722E+03   0.959007E+01  -0.110142E+01   0.870578E+05   0.174044E+01
  1837   0.283346E+03   0.965715E+01  -0.114563E+01   0.869509E+05   0.181081E+01
  1838   0.281978E+03   0.972504E+01  -0.119530E+01   0.868441E+05   0.188105E+01
  1839   0.280611E+03   0.979299E+01  -0.125023E+01   0.867375E+05   0.195114E+01
  1840   0.279265E+03   0.985952E+01  -0.131051E+01   0.866311E+05   0.202109E+01
  1841   0.277927E+03   0.992685E+01  -0.137595E+01   0.865248E+05   0.209088E+01
  1842   0.276596E+03   0.999348E+01  -0.144658E+01   0.864187E+05   0.216050E+01
  1843   0.275272E+03   0.100594E+02  -0.152233E+01   0.863128E+05   0.222995E+01
  1844   0.273964E+03   0.101254E+02  -0.160301E+01   0.862070E+05   0.229921E+01
  1845   0.272685E+03   0.101907E+02  -0.168873E+01   0.861014E+05   0.236828E+01
  1846   0.271391E+03   0.102560E+02  -0.177920E+01   0.859960E+05   0.243715E+01
  1847   0.270120E+03   0.103206E+02  -0.187468E+01   0.858907E+05   0.250581E+01
  1848   0.268856E+03   0.103845E+02  -0.197473E+01   0.857856E+05   0.257425E+01
  1849   0.267606E+03   0.104477E+02  -0.207947E+01   0.856806E+05   0.264247E+01
  1850   0.266372E+03   0.105102E+02  -0.218876E+01   0.855758E+05   0.271045E+01
  1851   0.265130E+03   0.105726E+02  -0.230257E+01   0.854712E+05   0.277818E+01
  1852   0.263932E+03   0.106352E+02  -0.242084E+01   0.853667E+05   0.284567E+01
  1853   0.262727E+03   0.106955E+02  -0.254343E+01   0.852624E+05   0.291290E+01
  1854   0.261543E+03   0.107551E+02  -0.267043E+01   0.851583E+05   0.297987E+01
  1855   0.260374E+03   0.108133E+02  -0.280162E+01   0.850543E+05   0.304657E+01
  1856   0.259226E+03   0.108716E+02  -0.293688E+01   0.849504E+05   0.311300E+01
  1857   0.258085E+03   0.109299E+02  -0.307633E+01   0.848468E+05   0.317915E+01
  1858   0.256957E+03   0.109861E+02  -0.321981E+01   0.847432E+05   0.324502E+01
  1859   0.255851E+03   0.110424E+02  -0.336735E+01   0.846399E+05   0.331059E+01
  1860   0.254750E+03   0.110966E+02  -0.351865E+01   0.845367E+05   0.337587E+01
  1861   0.253678E+03   0.111509E+02  -0.367388E+01   0.844336E+05   0.344085E+01
  1862   0.252620E+03   0.112038E+02  -0.383273E+01   0.843308E+05   0.350552E+01
  1863   0.251559E+03   0.112561E+02  -0.399518E+01   0.842280E+05   0.356987E+01
  1864   0.250534E+03   0.113085E+02  -0.416126E+01   0.841255E+05   0.363391E+01
  1865   0.249514E+03   0.113589E+02  -0.433081E+01   0.840230E+05   0.369761E+01
  1866   0.248522E+03   0.114080E+02  -0.450380E+01   0.839208E+05   0.376099E+01
