#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.501562E+04  -0.366717E+02   0.178007E-03  -0.366717E+02   0.826800E+00  -0.718478E-06   0.178007E-03  -0.718478E-06   0.704842E-07
   178   0.503860E+04  -0.359725E+02   0.176530E-03  -0.359725E+02   0.815672E+00  -0.706296E-06   0.176530E-03  -0.706296E-06   0.701129E-07
   179   0.506111E+04  -0.352454E+02   0.175069E-03  -0.352454E+02   0.804491E+00  -0.693858E-06   0.175069E-03  -0.693858E-06   0.697446E-07
   180   0.508330E+04  -0.344920E+02   0.173623E-03  -0.344920E+02   0.793481E+00  -0.681175E-06   0.173623E-03  -0.681175E-06   0.693792E-07
   181   0.510494E+04  -0.337123E+02   0.172191E-03  -0.337123E+02   0.782642E+00  -0.668258E-06   0.172191E-03  -0.668258E-06   0.690167E-07
   182   0.512610E+04  -0.329048E+02   0.170774E-03  -0.329048E+02   0.772052E+00  -0.655118E-06   0.170774E-03  -0.655118E-06   0.686570E-07
   183   0.514672E+04  -0.320711E+02   0.169371E-03  -0.320711E+02   0.761636E+00  -0.641767E-06   0.169371E-03  -0.641767E-06   0.683002E-07
   184   0.516694E+04  -0.312105E+02   0.167982E-03  -0.312105E+02   0.751470E+00  -0.628217E-06   0.167982E-03  -0.628217E-06   0.679463E-07
   185   0.518670E+04  -0.303252E+02   0.166607E-03  -0.303252E+02   0.741705E+00  -0.614479E-06   0.166607E-03  -0.614479E-06   0.675951E-07
   186   0.520561E+04  -0.294123E+02   0.165245E-03  -0.294123E+02   0.732200E+00  -0.600563E-06   0.165245E-03  -0.600563E-06   0.672466E-07
   187   0.522435E+04  -0.284733E+02   0.163896E-03  -0.284733E+02   0.723098E+00  -0.586482E-06   0.163896E-03  -0.586482E-06   0.669009E-07
   188   0.524255E+04  -0.275097E+02   0.162560E-03  -0.275097E+02   0.714385E+00  -0.572247E-06   0.162560E-03  -0.572247E-06   0.665579E-07
   189   0.526013E+04  -0.265201E+02   0.161237E-03  -0.265201E+02   0.706100E+00  -0.557869E-06   0.161237E-03  -0.557869E-06   0.662176E-07
   190   0.527755E+04  -0.255067E+02   0.159927E-03  -0.255067E+02   0.698297E+00  -0.543359E-06   0.159927E-03  -0.543359E-06   0.658800E-07
   191   0.529405E+04  -0.244666E+02   0.158629E-03  -0.244666E+02   0.690998E+00  -0.528729E-06   0.158629E-03  -0.528729E-06   0.655450E-07
   192   0.531017E+04  -0.234021E+02   0.157343E-03  -0.234021E+02   0.684228E+00  -0.513991E-06   0.157343E-03  -0.513991E-06   0.652126E-07
   193   0.532567E+04  -0.223146E+02   0.156069E-03  -0.223146E+02   0.678032E+00  -0.499155E-06   0.156069E-03  -0.499155E-06   0.648827E-07
   194   0.534079E+04  -0.212021E+02   0.154807E-03  -0.212021E+02   0.672441E+00  -0.484234E-06   0.154807E-03  -0.484234E-06   0.645554E-07
   195   0.535529E+04  -0.200667E+02   0.153555E-03  -0.200667E+02   0.667495E+00  -0.469238E-06   0.153555E-03  -0.469238E-06   0.642307E-07
   196   0.536918E+04  -0.189077E+02   0.152315E-03  -0.189077E+02   0.663230E+00  -0.454178E-06   0.152315E-03  -0.454178E-06   0.639084E-07
   197   0.538262E+04  -0.177267E+02   0.151086E-03  -0.177267E+02   0.659694E+00  -0.439067E-06   0.151086E-03  -0.439067E-06   0.635886E-07
   198   0.539552E+04  -0.165230E+02   0.149868E-03  -0.165230E+02   0.656910E+00  -0.423915E-06   0.149868E-03  -0.423915E-06   0.632713E-07
   199   0.540788E+04  -0.152973E+02   0.148660E-03  -0.152973E+02   0.654916E+00  -0.408734E-06   0.148660E-03  -0.408734E-06   0.629563E-07
   200   0.541972E+04  -0.140503E+02   0.147462E-03  -0.140503E+02   0.653743E+00  -0.393536E-06   0.147462E-03  -0.393536E-06   0.626438E-07
   201   0.543095E+04  -0.127815E+02   0.146274E-03  -0.127815E+02   0.653452E+00  -0.378329E-06   0.146274E-03  -0.378329E-06   0.623336E-07
   202   0.544165E+04  -0.114923E+02   0.145097E-03  -0.114923E+02   0.654050E+00  -0.363117E-06   0.145097E-03  -0.363117E-06   0.620258E-07
   203   0.545174E+04  -0.101820E+02   0.143928E-03  -0.101820E+02   0.655596E+00  -0.347902E-06   0.143928E-03  -0.347902E-06   0.617203E-07
   204   0.546115E+04  -0.885352E+01   0.142770E-03  -0.885352E+01   0.658111E+00  -0.332685E-06   0.142770E-03  -0.332685E-06   0.614171E-07
   205   0.547004E+04  -0.750474E+01   0.141621E-03  -0.750474E+01   0.661640E+00  -0.317467E-06   0.141621E-03  -0.317467E-06   0.611162E-07
   206   0.547825E+04  -0.613692E+01   0.140482E-03  -0.613692E+01   0.666219E+00  -0.302250E-06   0.140482E-03  -0.302250E-06   0.608176E-07
   207   0.548592E+04  -0.475053E+01   0.139352E-03  -0.475053E+01   0.671870E+00  -0.287034E-06   0.139352E-03  -0.287034E-06   0.605212E-07
   208   0.549285E+04  -0.334611E+01   0.138232E-03  -0.334611E+01   0.678644E+00  -0.271823E-06   0.138232E-03  -0.271823E-06   0.602271E-07
   209   0.549917E+04  -0.192406E+01   0.137120E-03  -0.192406E+01   0.686563E+00  -0.256616E-06   0.137120E-03  -0.256616E-06   0.599351E-07
   210   0.550490E+04  -0.485288E+00   0.136018E-03  -0.485288E+00   0.695679E+00  -0.241415E-06   0.136018E-03  -0.241415E-06   0.596454E-07
   211   0.551002E+04   0.970120E+00   0.134925E-03   0.970120E+00   0.706020E+00  -0.226223E-06   0.134925E-03  -0.226223E-06   0.593579E-07
   212   0.551439E+04   0.244121E+01   0.133841E-03   0.244121E+01   0.717616E+00  -0.211039E-06   0.133841E-03  -0.211039E-06   0.590725E-07
   213   0.551823E+04   0.392799E+01   0.132766E-03   0.392799E+01   0.730511E+00  -0.195866E-06   0.132766E-03  -0.195866E-06   0.587893E-07
   214   0.552140E+04   0.542925E+01   0.131700E-03   0.542925E+01   0.744696E+00  -0.180705E-06   0.131700E-03  -0.180705E-06   0.585081E-07
   215   0.552397E+04   0.694421E+01   0.130642E-03   0.694421E+01   0.760364E+00  -0.165557E-06   0.130642E-03  -0.165557E-06   0.582291E-07
   216   0.552586E+04   0.847338E+01   0.129593E-03   0.847338E+01   0.777330E+00  -0.150424E-06   0.129593E-03  -0.150424E-06   0.579522E-07
   217   0.552723E+04   0.100147E+02   0.128552E-03   0.100147E+02   0.795748E+00  -0.135307E-06   0.128552E-03  -0.135307E-06   0.576773E-07
   218   0.552792E+04   0.115684E+02   0.127520E-03   0.115684E+02   0.815618E+00  -0.120208E-06   0.127520E-03  -0.120208E-06   0.574045E-07
   219   0.552802E+04   0.131355E+02   0.126496E-03   0.131355E+02   0.836939E+00  -0.105127E-06   0.126496E-03  -0.105127E-06   0.571337E-07
   220   0.552752E+04   0.147114E+02   0.125480E-03   0.147114E+02   0.859859E+00  -0.900675E-07   0.125480E-03  -0.900675E-07   0.568650E-07
   221   0.552642E+04   0.162983E+02   0.124473E-03   0.162983E+02   0.884304E+00  -0.750294E-07   0.124473E-03  -0.750294E-07   0.565982E-07
   222   0.552472E+04   0.178947E+02   0.123473E-03   0.178947E+02   0.910421E+00  -0.600146E-07   0.123473E-03  -0.600146E-07   0.563334E-07
   223   0.552228E+04   0.195014E+02   0.122482E-03   0.195014E+02   0.938136E+00  -0.450244E-07   0.122482E-03  -0.450244E-07   0.560705E-07
   224   0.551939E+04   0.211147E+02   0.121498E-03   0.211147E+02   0.967448E+00  -0.300602E-07   0.121498E-03  -0.300602E-07   0.558096E-07
   225   0.551583E+04   0.227373E+02   0.120522E-03   0.227373E+02   0.998505E+00  -0.151235E-07   0.120522E-03  -0.151235E-07   0.555506E-07
   226   0.551168E+04   0.243658E+02   0.119554E-03   0.243658E+02   0.103131E+01  -0.215620E-09   0.119554E-03  -0.215620E-09   0.552935E-07
   227   0.550685E+04   0.260014E+02   0.118593E-03   0.260014E+02   0.106585E+01   0.146620E-07   0.118593E-03   0.146620E-07   0.550383E-07
   228   0.550150E+04   0.276427E+02   0.117640E-03   0.276427E+02   0.110214E+01   0.295079E-07   0.117640E-03   0.295079E-07   0.547849E-07
   229   0.549556E+04   0.292881E+02   0.116695E-03   0.292881E+02   0.114025E+01   0.443207E-07   0.116695E-03   0.443207E-07   0.545334E-07
   230   0.548895E+04   0.309385E+02   0.115756E-03   0.309385E+02   0.118017E+01   0.590991E-07   0.115756E-03   0.590991E-07   0.542837E-07
   231   0.548167E+04   0.325929E+02   0.114825E-03   0.325929E+02   0.122198E+01   0.738415E-07   0.114825E-03   0.738415E-07   0.540358E-07
   232   0.547387E+04   0.342500E+02   0.113901E-03   0.342500E+02   0.126561E+01   0.885467E-07   0.113901E-03   0.885467E-07   0.537897E-07
   233   0.546548E+04   0.359083E+02   0.112984E-03   0.359083E+02   0.131127E+01   0.103213E-06   0.112984E-03   0.103213E-06   0.535454E-07
   234   0.545635E+04   0.375683E+02   0.112074E-03   0.375683E+02   0.135883E+01   0.117839E-06   0.112074E-03   0.117839E-06   0.533028E-07
   235   0.544670E+04   0.392287E+02   0.111171E-03   0.392287E+02   0.140834E+01   0.132424E-06   0.111171E-03   0.132424E-06   0.530619E-07
   236   0.543638E+04   0.408893E+02   0.110275E-03   0.408893E+02   0.145982E+01   0.146966E-06   0.110275E-03   0.146966E-06   0.528228E-07
   237   0.542547E+04   0.425488E+02   0.109385E-03   0.425488E+02   0.151333E+01   0.161463E-06   0.109385E-03   0.161463E-06   0.525854E-07
   238   0.541397E+04   0.442070E+02   0.108502E-03   0.442070E+02   0.156895E+01   0.175915E-06   0.108502E-03   0.175915E-06   0.523496E-07
   239   0.540196E+04   0.458632E+02   0.107625E-03   0.458632E+02   0.162654E+01   0.190320E-06   0.107625E-03   0.190320E-06   0.521155E-07
   240   0.538920E+04   0.475151E+02   0.106755E-03   0.475151E+02   0.168615E+01   0.204675E-06   0.106755E-03   0.204675E-06   0.518830E-07
   241   0.537600E+04   0.491636E+02   0.105891E-03   0.491636E+02   0.174795E+01   0.218981E-06   0.105891E-03   0.218981E-06   0.516522E-07
   242   0.536222E+04   0.508077E+02   0.105033E-03   0.508077E+02   0.181178E+01   0.233236E-06   0.105033E-03   0.233236E-06   0.514229E-07
   243   0.534784E+04   0.524460E+02   0.104181E-03   0.524460E+02   0.187779E+01   0.247438E-06   0.104181E-03   0.247438E-06   0.511952E-07
   244   0.533288E+04   0.540793E+02   0.103336E-03   0.540793E+02   0.194590E+01   0.261585E-06   0.103336E-03   0.261585E-06   0.509691E-07
   245   0.531733E+04   0.557044E+02   0.102496E-03   0.557044E+02   0.201620E+01   0.275677E-06   0.102496E-03   0.275677E-06   0.507445E-07
   246   0.530126E+04   0.573230E+02   0.101662E-03   0.573230E+02   0.208867E+01   0.289712E-06   0.101662E-03   0.289712E-06   0.505215E-07
   247   0.528468E+04   0.589326E+02   0.100834E-03   0.589326E+02   0.216325E+01   0.303688E-06   0.100834E-03   0.303688E-06   0.503000E-07
   248   0.526751E+04   0.605334E+02   0.100012E-03   0.605334E+02   0.224030E+01   0.317605E-06   0.100012E-03   0.317605E-06   0.500799E-07
   249   0.524991E+04   0.621245E+02   0.991952E-04   0.621245E+02   0.231931E+01   0.331460E-06   0.991952E-04   0.331460E-06   0.498613E-07
   250   0.523171E+04   0.637045E+02   0.983839E-04   0.637045E+02   0.240071E+01   0.345253E-06   0.983839E-04   0.345253E-06   0.496442E-07
   251   0.521308E+04   0.652740E+02   0.975779E-04   0.652740E+02   0.248422E+01   0.358981E-06   0.975779E-04   0.358981E-06   0.494285E-07
   252   0.519379E+04   0.668316E+02   0.967774E-04   0.668316E+02   0.257005E+01   0.372645E-06   0.967774E-04   0.372645E-06   0.492143E-07
   253   0.517422E+04   0.683758E+02   0.959822E-04   0.683758E+02   0.265797E+01   0.386243E-06   0.959822E-04   0.386243E-06   0.490014E-07
   254   0.515405E+04   0.699066E+02   0.951922E-04   0.699066E+02   0.274828E+01   0.399775E-06   0.951922E-04   0.399775E-06   0.487899E-07
   255   0.513338E+04   0.714241E+02   0.944076E-04   0.714241E+02   0.284068E+01   0.413240E-06   0.944076E-04   0.413240E-06   0.485799E-07
   256   0.511227E+04   0.729282E+02   0.936283E-04   0.729282E+02   0.293554E+01   0.426638E-06   0.936283E-04   0.426638E-06   0.483712E-07
   257   0.509073E+04   0.744108E+02   0.928542E-04   0.744108E+02   0.303240E+01   0.439967E-06   0.928542E-04   0.439967E-06   0.481639E-07
   258   0.506867E+04   0.758845E+02   0.920853E-04   0.758845E+02   0.313163E+01   0.453226E-06   0.920853E-04   0.453226E-06   0.479579E-07
   259   0.504619E+04   0.773346E+02   0.913216E-04   0.773346E+02   0.323309E+01   0.466416E-06   0.913216E-04   0.466416E-06   0.477533E-07
   260   0.502334E+04   0.787758E+02   0.905631E-04   0.787758E+02   0.333676E+01   0.479535E-06   0.905631E-04   0.479535E-06   0.475500E-07
   261   0.499998E+04   0.801859E+02   0.898097E-04   0.801859E+02   0.344258E+01   0.492582E-06   0.898097E-04   0.492582E-06   0.473480E-07
   262   0.497612E+04   0.815872E+02   0.890615E-04   0.815872E+02   0.355075E+01   0.505558E-06   0.890615E-04   0.505558E-06   0.471474E-07
   263   0.495212E+04   0.829722E+02   0.883183E-04   0.829722E+02   0.366106E+01   0.518460E-06   0.883183E-04   0.518460E-06   0.469480E-07
   264   0.492755E+04   0.843337E+02   0.875802E-04   0.843337E+02   0.377357E+01   0.531289E-06   0.875802E-04   0.531289E-06   0.467500E-07
   265   0.490246E+04   0.856641E+02   0.868472E-04   0.856641E+02   0.388821E+01   0.544044E-06   0.868472E-04   0.544044E-06   0.465532E-07
   266   0.487709E+04   0.869857E+02   0.861191E-04   0.869857E+02   0.400520E+01   0.556724E-06   0.861191E-04   0.556724E-06   0.463577E-07
   267   0.485122E+04   0.882764E+02   0.853961E-04   0.882764E+02   0.412415E+01   0.569328E-06   0.853961E-04   0.569328E-06   0.461635E-07
   268   0.482499E+04   0.895509E+02   0.846781E-04   0.895509E+02   0.424545E+01   0.581855E-06   0.846781E-04   0.581855E-06   0.459705E-07
   269   0.479825E+04   0.908018E+02   0.839649E-04   0.908018E+02   0.436878E+01   0.594305E-06   0.839649E-04   0.594305E-06   0.457788E-07
   270   0.477131E+04   0.920291E+02   0.832568E-04   0.920291E+02   0.449422E+01   0.606677E-06   0.832568E-04   0.606677E-06   0.455883E-07
   271   0.474394E+04   0.932330E+02   0.825535E-04   0.932330E+02   0.462169E+01   0.618970E-06   0.825535E-04   0.618970E-06   0.453990E-07
   272   0.471636E+04   0.944059E+02   0.818551E-04   0.944059E+02   0.475149E+01   0.631184E-06   0.818551E-04   0.631184E-06   0.452109E-07
   273   0.468836E+04   0.955627E+02   0.811615E-04   0.955627E+02   0.488302E+01   0.643318E-06   0.811615E-04   0.643318E-06   0.450240E-07
   274   0.466007E+04   0.966811E+02   0.804728E-04   0.966811E+02   0.501686E+01   0.655371E-06   0.804728E-04   0.655371E-06   0.448383E-07
   275   0.463143E+04   0.977836E+02   0.797888E-04   0.977836E+02   0.515249E+01   0.667342E-06   0.797888E-04   0.667342E-06   0.446538E-07
   276   0.460259E+04   0.988477E+02   0.791097E-04   0.988477E+02   0.529014E+01   0.679230E-06   0.791097E-04   0.679230E-06   0.444704E-07
   277   0.457332E+04   0.998957E+02   0.784353E-04   0.998957E+02   0.542980E+01   0.691036E-06   0.784353E-04   0.691036E-06   0.442882E-07
   278   0.454384E+04   0.100906E+03   0.777656E-04   0.100906E+03   0.557139E+01   0.702758E-06   0.777656E-04   0.702758E-06   0.441072E-07
   279   0.451409E+04   0.101884E+03   0.771006E-04   0.101884E+03   0.571483E+01   0.714395E-06   0.771006E-04   0.714395E-06   0.439272E-07
   280   0.448406E+04   0.102847E+03   0.764403E-04   0.102847E+03   0.586013E+01   0.725947E-06   0.764403E-04   0.725947E-06   0.437484E-07
   281   0.445390E+04   0.103772E+03   0.757847E-04   0.103772E+03   0.600734E+01   0.737413E-06   0.757847E-04   0.737413E-06   0.435707E-07
   282   0.442332E+04   0.104666E+03   0.751337E-04   0.104666E+03   0.615618E+01   0.748792E-06   0.751337E-04   0.748792E-06   0.433941E-07
   283   0.439261E+04   0.105529E+03   0.744872E-04   0.105529E+03   0.630686E+01   0.760084E-06   0.744872E-04   0.760084E-06   0.432186E-07
   284   0.436169E+04   0.106362E+03   0.738454E-04   0.106362E+03   0.645930E+01   0.771287E-06   0.738454E-04   0.771287E-06   0.430442E-07
   285   0.433058E+04   0.107163E+03   0.732081E-04   0.107163E+03   0.661349E+01   0.782401E-06   0.732081E-04   0.782401E-06   0.428709E-07
   286   0.429919E+04   0.107927E+03   0.725754E-04   0.107927E+03   0.676930E+01   0.793426E-06   0.725754E-04   0.793426E-06   0.426986E-07
   287   0.426760E+04   0.108667E+03   0.719472E-04   0.108667E+03   0.692670E+01   0.804360E-06   0.719472E-04   0.804360E-06   0.425273E-07
   288   0.423589E+04   0.109369E+03   0.713234E-04   0.109369E+03   0.708571E+01   0.815204E-06   0.713234E-04   0.815204E-06   0.423571E-07
   289   0.420397E+04   0.110040E+03   0.707041E-04   0.110040E+03   0.724624E+01   0.825955E-06   0.707041E-04   0.825955E-06   0.421879E-07
   290   0.417194E+04   0.110680E+03   0.700892E-04   0.110680E+03   0.740814E+01   0.836613E-06   0.700892E-04   0.836613E-06   0.420197E-07
   291   0.413977E+04   0.111275E+03   0.694788E-04   0.111275E+03   0.757214E+01   0.847179E-06   0.694788E-04   0.847179E-06   0.418525E-07
   292   0.410719E+04   0.111847E+03   0.688727E-04   0.111847E+03   0.773714E+01   0.857650E-06   0.688727E-04   0.857650E-06   0.416864E-07
   293   0.407478E+04   0.112373E+03   0.682710E-04   0.112373E+03   0.790275E+01   0.868026E-06   0.682710E-04   0.868026E-06   0.415212E-07
   294   0.404210E+04   0.112877E+03   0.676736E-04   0.112877E+03   0.807046E+01   0.878307E-06   0.676736E-04   0.878307E-06   0.413569E-07
   295   0.400951E+04   0.113334E+03   0.670805E-04   0.113334E+03   0.823879E+01   0.888491E-06   0.670805E-04   0.888491E-06   0.411937E-07
   296   0.397666E+04   0.113761E+03   0.664918E-04   0.113761E+03   0.840920E+01   0.898579E-06   0.664918E-04   0.898579E-06   0.410314E-07
   297   0.394376E+04   0.114158E+03   0.659072E-04   0.114158E+03   0.857947E+01   0.908568E-06   0.659072E-04   0.908568E-06   0.408700E-07
   298   0.391066E+04   0.114508E+03   0.653269E-04   0.114508E+03   0.875182E+01   0.918460E-06   0.653269E-04   0.918460E-06   0.407096E-07
   299   0.387759E+04   0.114821E+03   0.647509E-04   0.114821E+03   0.892552E+01   0.928252E-06   0.647509E-04   0.928252E-06   0.405500E-07
   300   0.384441E+04   0.115096E+03   0.641790E-04   0.115096E+03   0.909906E+01   0.937944E-06   0.641790E-04   0.937944E-06   0.403914E-07
   301   0.381117E+04   0.115341E+03   0.636113E-04   0.115341E+03   0.927393E+01   0.947535E-06   0.636113E-04   0.947535E-06   0.402337E-07
   302   0.377796E+04   0.115555E+03   0.630477E-04   0.115555E+03   0.944939E+01   0.957026E-06   0.630477E-04   0.957026E-06   0.400769E-07
   303   0.374471E+04   0.115724E+03   0.624882E-04   0.115724E+03   0.962617E+01   0.966414E-06   0.624882E-04   0.966414E-06   0.399210E-07
   304   0.371141E+04   0.115847E+03   0.619328E-04   0.115847E+03   0.980429E+01   0.975701E-06   0.619328E-04   0.975701E-06   0.397659E-07
   305   0.367813E+04   0.115940E+03   0.613814E-04   0.115940E+03   0.998224E+01   0.984886E-06   0.613814E-04   0.984886E-06   0.396117E-07
   306   0.364482E+04   0.115996E+03   0.608341E-04   0.115996E+03   0.101608E+02   0.993968E-06   0.608341E-04   0.993968E-06   0.394584E-07
   307   0.361152E+04   0.116006E+03   0.602907E-04   0.116006E+03   0.103399E+02   0.100295E-05   0.602907E-04   0.100295E-05   0.393059E-07
   308   0.357826E+04   0.115994E+03   0.597513E-04   0.115994E+03   0.105211E+02   0.101182E-05   0.597513E-04   0.101182E-05   0.391543E-07
   309   0.354510E+04   0.115929E+03   0.592159E-04   0.115929E+03   0.107013E+02   0.102060E-05   0.592159E-04   0.102060E-05   0.390036E-07
   310   0.351189E+04   0.115834E+03   0.586843E-04   0.115834E+03   0.108814E+02   0.102926E-05   0.586843E-04   0.102926E-05   0.388537E-07
   311   0.347878E+04   0.115694E+03   0.581567E-04   0.115694E+03   0.110636E+02   0.103783E-05   0.581567E-04   0.103783E-05   0.387046E-07
   312   0.344577E+04   0.115525E+03   0.576328E-04   0.115525E+03   0.112448E+02   0.104628E-05   0.576328E-04   0.104628E-05   0.385564E-07
   313   0.341279E+04   0.115311E+03   0.571128E-04   0.115311E+03   0.114266E+02   0.105464E-05   0.571128E-04   0.105464E-05   0.384089E-07
   314   0.337991E+04   0.115066E+03   0.565966E-04   0.115066E+03   0.116090E+02   0.106288E-05   0.565966E-04   0.106288E-05   0.382623E-07
   315   0.334713E+04   0.114777E+03   0.560842E-04   0.114777E+03   0.117905E+02   0.107102E-05   0.560842E-04   0.107102E-05   0.381166E-07
   316   0.331446E+04   0.114451E+03   0.555755E-04   0.114451E+03   0.119725E+02   0.107906E-05   0.555755E-04   0.107906E-05   0.379716E-07
   317   0.328188E+04   0.114088E+03   0.550704E-04   0.114088E+03   0.121536E+02   0.108698E-05   0.550704E-04   0.108698E-05   0.378274E-07
   318   0.324940E+04   0.113688E+03   0.545691E-04   0.113688E+03   0.123360E+02   0.109480E-05   0.545691E-04   0.109480E-05   0.376840E-07
